label,text,cuisine,price_range
2,"Cheap, filling, and way better then the Strip's offerings\n\nPick up a small dish here and grab some poki next door and you have a jammin lunch.\n\nIt's simple people you grab the pad thai and get the tuna\n(And then the Batman! =)",,
3,"Why wouldn't I be a fan of my own known world? ;) \n\nM&M's!! how could you go wrong with a variety of M&M's, accessories, etc.? This tops off the fact that they have 4 floors of goodness. They include a show that you can catch watching for a good few minutes. Can't complain about the prices, it's Vegas. The only, only, ONLY reason why this is NOT a 5 star is because...\n\nTHEY NEED TO BRING BACK THE CRISPY M&M'S PLEASE?!?!\n\nC'mon, why advertise the ORANGE M&M when you guys don't even sell crispy M&M's anymore. Sure, pretzel M&M's are good, but it was my ultimate favorite. I think it was everyone's favorite.",,
3,"Awesome lunch, with true value.  Amazing sea bass deftly filleted, head included (cheek meat!), served with perfect fries.  Beautiful walnut cake with the best Greek ice cream (hints of honey and herbs).",,
0,"I was thinking of places to review, and though 'ah sin'... i need to warn people!  Apparently the 77 yelpers before me all tried to warn me; wish I had used Yelp prior to this trip to Ah Sin.\n\nMy friends and I got suckered into the \""deals\"" that you see on the banners walking along the Strip, $20 for all you can eat!  On the strip?  We're in a rush to hit up the clubs later that evening and we want sushi?  We wanted to go to Makino's off the strip, but didn't have time, so we forego there and decide to try out Ah Sin thinking \""it can't be THAT bad if it's on the Strip in the Paris, Paris hotel!\""\n\nBottom line, this should be \""Ah Shit\"" because that's how my ENTIRE group of 8 people felt.  The sushi is small, anti-delicious, and they put on sooooooo much rice!  The tuna I had tasted horrible and not fishy at all, and overall, the quality of food was horrible.  \n\nThe $20 AYCE is for a shorter list of menu items you can choose, and there's a more expensive $30 AYCE menu which is more extensive, and I believe it also includes AYCD Soju which is nice.\n\nSound good? Don't fall for it.  When it came to the bill, handing over that $50ish to cover me and my girl was so upsetting and frustrating that it literally and metaphorically left a bad taste in my mouth...\n\nParis, why???",,
1,"The best thing I can say about this place was that it was cheap. After that there was nothing nice about it.  We had a \""fab\"" room which they gave us begrudgingly after the first \""Jr. suite\"" they gave us was totally unacceptable. The jr. Suite had a \""bedroom\""  with only a bed-no TV-no dresser-nothing (and that was the nice part)-so after they moved us they gave us this \""fab room\"" which was anything but.  It was small, had a gross old bathroom, didn't have a mini bar or refrigerator, nor any upgrade that I saw.   On top of that this casino lacked the air filter system that other newer casinos had and was full of smoke that practically choked us and was impossible to spend any time in.   Also, their employees seemed totally unaware of where they worked.  We constantly asked people where things were in the hotel and not a single employee could answer our questions.   For example we saw on the hotel map a burger/sports bar located somewhere in the hotel.  We asked several people who worked there (dealers, security guards, etc) where it was and not a single person could tell us. We later found out it was closed for remodeling and no one knew...do yourself a favor and spend a couple of more bucks at a nicer hotel.  It will make your trip so much better....",,
2,"Just had Pearl Wok delivered and I can't say it was as good as some of the others say it is.  I'm somewhat disappointed by Chinese food here in Vegas, and Pearl Wok is more of the same... average Chinese food.  I had the kung pao chicken and thought it was pretty bad, but the hot and sour soup was good.  I will say that the ordering process was very smooth -- they didn't mess up my order -- and the delivery was very expedient.",,
3,"Being that I was staying at the Monte Carlo hotel, I thought it was convenient that the hotel has this awesome lounge. Not only does it have plenty of space for you to sit with your significant other or a few friends, it is also open 24 hours a day so your party self can get some drinks in throughout the day. I don't judge!! The place isn't poppin but it def has a nice vibe to it. It's not overly crowded and it has great music playing. I made a quick stop here for just a quick drink and my bartender was fun and outgoing. The lounge is clean and prices are also really decent so I would recommend you stop by here especially if your home for the weekend is the Monte Carlo hotel.",,
1,Disappointed with food service at pool. Took 2 hours and food was cold. Also very slow service at The Grotto. Wait staff didn't check back. I think the hotel is seriously understaffed. Also coffee in the room was $10 for 4 k cups!,,
0,"Great food, but terrible service! They screw up but are unwilling to back it up. Terrible business practice! I won't be going back, And I was a long standing loyal customer!",,
2,"Got a Groupon for 25 dollars that was good for archery practice for two. The gf and I went, we had tons of fun. The employees were informative and gave everyone pointers when they saw we needed them and I needed a lot! We will definitely be back.",,
4,"Overall, Vdara was great -- thats why it gets 5 stars from me. We stayed here this past weekend with a group of 8, two rooms. When we checked in we slipped a $20 with the ID (A good Vegas upgrade practice) and got upgraded to two Bellagio Fountain rooms right next to each other which was great.\n\nAs many people have mentioned, the hotel smells fantastic when you walk in. It is such a breath of fresh air (did someone make that pun already, too?) from every other hotel on the strip. The thing I really disliked about vegas was the smoking EVERYWHERE, so coming home to this hotel was so refreshing as it is a non-smoking property as well.\n\nThe rooms were modern, the service was for the most part speedy, and the views we had of the strip/Paris/Bellagio fountains were AMAZING. Really a great place to stay if you are looking for something modern, classy, and different in Vegas.\n\nStill 5 stars, however  it wouldn't be Yelp if there weren't a few nit-pickey things to say. Just to point out in case any of these things hit your buttons:\n\n-- The $25 resort fee. Thats $25 a day, and supposedly covers the pool, gym, Wifi, and bottled water in your room. The Pool was closed for renovation during our stay (We were  given use of the Aria pool next door by showing our room keys, which was actually a plus for me since their pool was amazing!). Also, the Wifi barely worked and we had to ask for the bottled water to be replaced daily (not usually a water snob, but the tap water there tasted very odd). $25 still seems way too much for all that, but it is Vegas.\n\n-- No Pool (for now at least). Like I mentioned, if you are booking around the date this review was posted note in advance that their pool area is currently closed for renovation. You are given access to Aria's pool next door, just show your room key when you walk in. Aria's pool deck is fantastic: three pools, three spas, and a bar. Watch out for those $25 Mojitos...\n\n-- It's a short walk from the strip. This didn't really bother me as after the first day we pretty much had our bearings and could figure out the fastest ways to the strip. Vdara is connected to Bellagio via a bridge so walking through Bellagio, to their casino, to the shops was one way out to that end of the strip (or) taking the tram to Crystals or Monte Carlo was another. Just know that everything will be a walk, and everything looks closer than it is!\n\n-- Be ready to ask for everything. Although the rooms have kitchenettes, none of the cupboards are stocked. We called Housekeeping countless times to request things like silverware, glasses, plates, a can opener, bottle opener, hair dryer, more towels, blah, blah. There a little signs around the room that say things like \""For your convenience, you can request kitchenware from Housekeeping.\"" Not sure how this is more convenient this is for the guest... or even the hotel for that matter. Just making more work for housekeeping! We received most items we requested within 20 minutes.\n\n\nBottom-line, I would stay here again. Everything was high-end, modern, and such a nice break from the strip. However, I'd probably choose Aria or a different hotel on the strip next time just the same, to try something new!",,
1,"The place was dead, but the dining area was a mess.  The few staff members I saw were clearly not interested in their jobs.",,
1,"I have seriously mixed feelings about this place. But after reading the review by James L., I realized that I wasn't the only one who felt this way.\n\nFirst, Dr. Steelman did help my sick cat come out of a very serious respiratory infection. I will always be appreciative of that. The fees are also very reasonable. They are probably some of the cheapest in town. I would give her treatment of my cat 20 stars if I could. But everything else outweighed the good. \n\nIt's almost impossible to get an appointment. And when you do get in you still have to wait upwards of an hour in the waiting room. This is where the problems really begin. The waiting room is filled with cats. I love cats more than most people, so you'd think this wouldn't be a problem for me. However, many of the cats were sick with god knows what. They cough, have drippy eyes and noses, and wander around jumping onto your lap and peering into your cat carrier.\n\nPlus, the entire place reeked of cat urine. The smell actually made my eyes water. I understand that they have a lot of cats there and that they are doing their best to take care of them, but when you can't keep up with basics like litter maintenance, it's time to reconsider and make a decision. Her fees are so low, they could probably raise them up by about 10% to hire more part-time staff and still be the cheapest in town.\n\nThis place is probably ok if you're cat isn't particularly ill or vulnerable. But even if you are desperate for a cat-only specialist, I believe that that this is NOT the place to bring a cat who is immuno suppressed.",,
3,"my wife needed some comfort food, and restaurant saigon delivered.  yes, we were in need of some pho, which in montreal is called \""soupe tonkinoise\"".  since we live in denver (CO), we are accustomed to the usual mound of lime wedges, basil, and culantro, which accompanies this delicious vietnamese dish.  none arrived.  we figured this was a canada/montreal thing.\n\nhowever, we were pleased by the very hot and delicious broth.  the difference seems to be thicker noodles and a heavier/fattier broth.  my wife loved it.\n\nthe meal was delivered quickly, and it was cheap for montreal standards.",,
2,"As a fan of Tom Colicchio from Top Chef I really wanted to love this place.  Today's rating reflects the disappointment I felt. The rating is also based upon a comparison with comprable restaurants as Craftsteak would get five stars if I compared it to Sizzler. (sorry all you sizzler fans)\n\nI expected an overpriced steak house so the three rating is not a reflection of price so much as it is of value.  For instance, I have had 5 star experiences at Hank's and Delmonicos.\n\nFrom the moment I walked in, I was disappointed.  While I expected a somewhat less glitzy environment, I felt like I was in the Hofbrauhaus as the place was jam packed with tables, noisy and the decor seemed uninspired (cow paintings, really? And not very good ones either).  \n\nI have to give a shout out to the 5 star service we received.  The waitstaff was amazing.  Yet I found it disconcerting that the dining manager was out in the dining area discussing issues and business within four feet of the diners.\n\nWe started with the diver sea scallop appetizer which was exactly as advertised and well prepared so I began to feel at ease.  The waiter suggests the scallops or the lobster bisque but we knew we could never finish two appetizers and our meal. The drinks, although pricy were creative and excellent as well.\n\nI ordered the rib eye and my dining partner ordered the surf and turf.  We ordered sides of mixed exotic mushrooms and grits with bacon.  The sides were excellent and the grits may well have been the best dish of the meal even if grits aren't your thing.\n\nThe main course arrived and well I can only say I was overwhelmed by the size and underwhelmed by the taste.  The large 18 OZ ribeye looked so good in the metal pan that I couldn't wait to dig in.  But first I have to rewind.  I like my steak medium rare most of the time but I find good steakhouses tend to think rare = raw, medium rare = rare etc.  So I asked the waiter what the chef's medium rare was.  The waiter told me medium rare was red center, pink surrounding and medium rare was pink all the way through.  So I went with medium rare.  Unfortunately it came out red all the way through.  Im ok with that but I would have gone with medium had I known.   The steak was well seasoned but the meat was much tougher than I have had at other steak houses and the marbling was not rendered down enough causing a rough cut.\n\nThe Lobster was nearly flavorless and chewy.  The filet was cooked medium but was actually medium rare so we enjoyed it but it too did not pack a punch.\n\nWe looked at the desert menu but I was already disenchanted so I refrained.  My dining partner had the souffle which was not in the top 5 souffle's we have had, even at less distinguished establishments.\n\nSo while the meal was above a chain and probably above most off strip places, it earns a 3 which according to Yelp means A-OK which satisfies my review standards.  4 would mean I was a fan which I am not and will not go back short of someone offering to pay for the meal which was pricey (2 people, 4 drinks, 1 app, 2 steaks and 2 sides nearly $400.00.  \n\nThey do offer fixed price meals with choices which would have given us more food for only a little more money but we didn't finish what we had and were glad we didn't opt for the extra side and dessert.\n\nBottom line, while this is a premium steak house there are many equal or better choices for the same price or less within 15 miles.  I could list about 10 off the top of my head if anyone wants to know.  I'll make a list if some of you readers ask.",,
4,I don't know where to start. From the time I walked in I was speechless. This resort is gorgeous! The staff was very friendly and they truly made us feel like VIP. We live here in town and staying here for a staycation was so relaxing and peaceful without the chaotic loud mess the strip resorts can bring. The Westin has just gained two big fans!!,,
3,"So an American walks into an Irish Pub in a French-Canadian city... talk about your cultural cocktails. Despite 90% of the customers speaking French, you could mistake Grumpy's for a classic pub in New York, or Dublin for that matter.\n\nUnderground, dark, chill... one TV off to the side just in case you want to watch something on TV... that's the way an Irish pub should be; heck, even the TV is optional.\n\nBartender was great. Really nice, attentive, and quick.",,
2,"Liquor World is in kind of a sketch spot.  I found this place while staying at the MGM not too long ago.  In the efforts of trying to save time, my wife was checking us into our room and I decided to cross the street to get some booze.\n\nLiquor World is on the South East side of the strip east of Hooters and Coco's breakfast joint, it's about a 10 minute walk from the MGM lobby.  The store appears to be ran down a bit, but it's certainly a better option for buying beer and liquor than anywhere else on the strip.  Walgreens has a good liquor selection with similar pricing, however this place was closer and more conveniant. \n\nWhen you enter, there's a case on the left loaded with glass wear for smoking, the middle of the floor is normally filled with ice and cheap cans of Bud, Coors, Mikes etc.  The left wall is where you'll find the liquor.  They have 1/5ths and 1/2 gallons available for purhcase.  There wasn't a specific liquore I wasn't able to find.\n\nThe mixers get spendy, they wanted about $10 for a gallon of Cranberry juice, where as Walgreens had a half gallon of cranberry juice for $5.  A half gallon was a lot more reasonable than a full gallon.\n\nService was helpful, but the place is ran down as mentioned.  I was in Vegas 1 week ago and Walgreens had just about everything Liquor World had, except it was cleaner and easier accessed via those on the strip.",,
0,"I am in the area for a few days and was excited to check out this shop when I saw it.  I was only browsing and am not a collector by any means.  Who knows though, it could be something I could get into.  I looked around a little and tried to be pleasant with the shopkeeper.  I didn't speak much at all but the more I said or asked the more irritated he appeared.  I was only in the shop for about 5 minutes, how much can a guy say in five minutes (a lot less than I am typing here).  He even responded with, \""I don't care.\"" to start one of his responses.  Everybody is entitled to an opinion but what kind of PR is that?  I then asked what part of his collection he enjoyed the most.  He responded with, \""I don't get in to that.......that's like asking what your favorite color is.\""  I said something else and used the term collection and was called on that too.  \""This isn't a museum and it is not a collection, it is all inventory and it is all for sale.\""  Well, they say if you can't say something nice, don't say anything at all.  I was so frustrated by his lack of people skills that I couldn't even say thank you as I left the store.  This guy should do Scottsdale Old Town a favor and hang up his hat and either hire someone to run his business or close up shop.  Don't go to this shop unless you are serious about buying or selling something.  If you are going in to possibly spark your interest in a new hobby, you this guy will just pop your bubble and turn you off from the idea of collecting coins.",,
1,"I will never for the life of me understand the attraction to these places. These \""clubs\"" that aren't really clubs but are clinical elitist bars with the music jacked up over the bad speakers.\n\nEverything is terrible; decor, door attitude, prices, clientele, music, everything. Basically, really wealthy guys with little taste come to these places (trusties, wealthy college kids, Arabs - some of whom were my friends and dragged my ass here), and in response, comes the trashy gold digger girls, leading to the shitty decor and fat angry doormen.\n\nThen what happens, is the staff realizes if they do nothing, coked up dumbasses will still pay and tip the same; cuz these people are just so excited to be drinking alcohol away from their strict parents, even though they're in their twenties. This results in a hierarchy of tipping/clientele, which results in a disastrously shitty bar that is maintained by tastelessness and rich kids throwing Dad's money in the trash, unknowing that entire worlds exist less than 1km away in any direction where you can get value for your money. There is nothing of value in Le Confessional; not one thing, not one lightbulb, or color, or song, or anything. It's like a cultural virus, made of all things unnatural, superficial and wrong with society.\n\nThese places I feel should be illegal (others in Montreal are Buona Notte or Joverse), but hey, there's a damn market, so fair play to the owners for milking these transient idiots who justify going to these places because its \""next to their house\"" and they \""have the servers under their thumb\"" and can \""buy dumb chicks.\"" But anyone \""normal\"" who actually knows how to read, or make decisions, or enjoy art or music, should never come close to this kind of place lest you want to get socially disturbed and end up in introspective therapy sessions trying to figure out what the hell happened.",,
2,"I was there about a week ago for a function with the school I volunteered with. The location and the room we were in were great! They even provided all the students with a small tour of the mansion. Everything was great, but I can't say the same about the service.\n\nSome of the servers (not all) were really rude to the students. When I asked if our table could get some more bread, the sever coughed up an attitude and dropped ONE piece of bread just on my plate. Our food was cold by the time it reached our table and it looked like it was thrown on a plate. One person kept asking if he could get an iced tea and he never received it.\n\n I know we're just a school function but the organization spent a lot of money for this event and there was a lot of very important people there. The location was really nice and the space was great, but the service needs some serious work.",,
1,"We are on the hunt for a new Mexican restaurant after the Laredo's down the street closed. After a visit to La Hacienda, we will keep looking. \n\nThe salsa was bland - the margaritas tasted like they came from a premixed bucket - and the food was just flavorless. \n\nNext time we'll trek a little further south on Park and go to Taqueria Guadalajara.",,
3,"After nearly 5 years away from Vegas, I was back. And as you can imagine, I had a handful of restaurants I had been dying to check out. Out of the five, only one lived up to the hype and will continue to see me whenever I'm in town. Can you guess which restaurant that was?\n\nMy wife and I made reservations a month out because we knew it would be difficult to get one if we had waited any longer. So that would be my first recommendation if you plan on coming here... reserve your spot as early as possible. During dinner, I saw a couple come in without a reservation and they were regrettably turned away. Don't let that happen to you.\n\nMy second recommendation would be to order the $100 Omakase option. Apparently the difference between this and the $75 option is the quality of the food; my opinion is, if you're going to eat a dinner of this caliber, why not spend $25 more to get the best?\n\nAs far as the food was concerned, I don't know what to tell you except: be prepared to be wowed. Granted, not all of the dishes were mind-blowing, but plenty of them were. Some of my favorites:\n\nHairy crab: I had never heard of this prior to my visit to Raku, and apparently they only exist in parts of Japan, but the meat was flavorful, and they pre-cut the shell so it's easy for you to scoop out the meat. And the vinegar-based dipping sauce that comes with it is absolutely perfect with the crab.\n\nSashimi: The tuna, paired with marinated seaweed, was awesome. And the uni was by far the best I've ever had. So rich, so creamy, so buttery... SO GOOD. My wife never had uni and refused to try it because of the way it looked and because she's a texture-eater, but I convinced her to try some, and she ended up liking it. Some day, she will love uni; I'm sure of it.\n\nBacon-wrapped mushrooms: So simple, yet so delicious. I love the texture of these mushrooms, and when combined with the bacon and a soy sauce-like sauce, it's seriously fantastic. I could pop these in my mouth all day long.\n\nSalmon belly: The salmon was cooked so well (meaning not overcooked and dry), and the skin was perfectly crunchy and salty. Combine that with salmon roe in each bite, and you've got a magical blend of flavors and texture. Popping the roe in your mouth completed the dish so perfectly. Awesome.\n\nWagyu beef: This was served on a skewer, cooked to a perfect medium-rare, and topped lightly with wasabi. When I took my first bite, I was shocked at how tender it was... it melts in your mouth like butter. And the seasoning was just right. \n\nEach dish came out in a timely manner (although we got a little jammed w/ the crab since it took some time to scoop out all the meat), and the chef did a great job going from the lighter dishes to the richer, more filling ones. And our server, Kazue, was extremely friendly and did a great job explaining each dish to us.\n\nKeep in mind the Omakase menu does change. There were a few items that my friends had told me about, but we didn't get them. I guess we'll just have to keep going back.",,
0,"I don't think I would stay here again unless it is absolutely necessary.  The staff at check-in were very nice, although it took awhile to locate my reservation which I made online on their website(a little odd). The bed is very uncomfortable and the shower temperature kept switching from hot to cold to hotter and then colder. When I told the front desk they just said \""ok\"". The faucet on the sink was not working properly either and when you went to use it, it splashed everywhere including things that were plugged in right next to the sink bc there was no other place to put it. It was a bit scary... \nThere were also a lot of other hazards in the room like housekeeping looking in your window(for a reason most likely unexplainable) at your naked husband, oh and all the plugs almost completely detached from the wall! I would most likely not stay here again. It needs an upgrade and the rooms need to be cleaned alot better!",,
2,"I am giving this place three stars because I understand that it is no small feat to open a raw vegan restaurant. Overall, though, I was not very impressed. Very loud interior. We were initially led to a dirty table. We got the hummus appetizer and I ordered the fire and brimstone burger on collard greens. While the food was tasty, it was under-seasoned and I needed an entire ramekin of hot sauce to get my burger anywhere near \""brimstone\"" level. For dessert we split the Yin-Yang macaroons. Although they were pretty tasty, I think both flavors tasted of almonds (presumably both were made with almond flour) and were one-note.",,
1,"I am a long time customer of Sur La Table and I love this new, remodeled location. The store is still cluttered and the aisles are cramped and small, making it difficult to move around the shop, but the items for sale are still top notch. This is a foodie's dream when it comes to browsing for kitchen wares.\n\nNote that the physical location in the mall has changed -- this store is now located by the new Macy's men's shop and is tucked away in a corner of the Fashion Show Mall. \n\nI was shopping here earlier in the week and I'm writing this 2 star review because of the lack of service. I walked around nearly 10 minutes with NOT ONE of the three employees supposedly \""working\"" that day offering to help me with anything. I even stood by the cash register so I could ask for help and I was completely ignored. Hmm. This isn't typical for Sur La Table. I guess I'll have to give this location another try but I'm not in a big hurry to come back. I left without buying anything because of the lack of service.",,
4,"Su Vino is my out of the way, go to spot.  I've brought the girls here, done the whole after work relax thing, gone on multiple double dates, used groupons, not used groupons, planned a private party of 80 here, and a large group of 13.  I continue to go back, and will continue to do so... whether I check in or not.  (Out of the way, remember... don't want to give it away)\n\nYes sometimes the service can be a bit spotty, sometimes it is weird to be the only people in there, and sometimes you'll show up only to find out its not open at that time for something or a-rother. However the service can also be awesome and when you are there for hours shooting the shit; you don't always need a server in your business.  I also have been to known to like it when we have the place practically to ourselves, the crowd varies a lot and my friends and I aren't exactly known as quiet.  And having also rented the spot out for a private surprise engagement party... I'll respect it when they do it for others.\n\nOn that note, highly recommend this venue for a cocktail/mingle event.  The set up of the spot is perfect, tall tables and soft lighting are great for groups.  We had them put out giant boards with their spread of antipasto/cheeses/fruits etc. for everyone to knosh on, and they did a great job keeping them fresh and stocked.  We selected 4 options from their wine menu for the guests to choose from, and the staff was very engaging while pouring and answering questions.  They even made a custom bottle/label for the bride and groom to be.  Su Vino also has a section where you can get all hands on and bottle the wine.   I haven't done it personally, but it looks like a great group activity and a conversation starter at the least. \n\nWhen I go with the girls or in smaller groups I always start off with their taster flight selection for 10 dollars.  It is so much fun trying them out, again and again, with whomever I'm with... and then making by the glass or bottle selections from there.  I recommend their cheese and meat small plates, perfect to share and compliment each other well.  If you don't see the games out, ask.  A rousing round of Boggle or Chess can be a great addition to any evening, and can turn those large tables into justttt the right fit.",,
1,"The newest Hooters in Charlotte but the same old servers. I mean no offense to the young ladies, but I think I rather see half of them in T-shirts and Jeans.\n\nOdd location for a hooters... ZERO traffic during the day with no chance in the world of a suit walking in and in the night you have nothing but business travelers from the Marriott looking for Ms. Right Now.\n\nSorry... old enough to be over that scene but young enough to still want a good scene.  Not here.",,
0,"if i could give them 0 reviews i would. i am in town from CA for epic training & we decided to go to a cheese shop, which is less than 2 miles away. i called twice to confirm the price and also book the cab. the guy told me it would be less than $15 considering it is only 2 miles away. we get there and the driver tells us it is $10 plus $12 for staying in Verona (pretty much getting an extra fee for not going too far). we told him we weren't informed about the fee so he calls the dispatcher who asks \""are they unable to pay?\"" so pretty much, if we would've said we're unable, the fee was not required NOR were we informed we had to pay. we give the guy $25, definitely asked for the change back & vowed to never call union can, screw this cab company.",,
0,"when i worked in retail my paycheck was spent before i got paid. therefore, i relied heavily on coupons and splitting meals w all of my other poor college friends.\n\nwell, i hit the jackpot. $15 coupon for a FEAST. the picture on the coupon showed everything we would get: a huge steak, shrimp, and lobster PLUS 2 sides. there were 3 of us- this was PLENTY. \n\nit was prom night too so we were initally fooled with how popular it was. popular for prom girls with light up clear shoes (not even lying), if that says anything about the crowd for you...\n\nour waitress stops by our booth and just stares at us. one of my friend kinda looks around at me and our other friend, then back at the waitress. 'ill have a diet coke?'\n\nthen our waitress writes it down and doesn't say anything but looks at my other friend.\n\ni lost it and started laughing. why isn't she talking to us? this is so weird. \n\nwe ended up asking for a different waitress, then found out the coupon was a big fat liar. you didn't get all of that. it just says you do but you don't. the food ended up being nasty. probably one of the worst meals ive ever had. \n\nas we're leaving susy talks a lot waitress trips over my friend and it was all too awkward bc i couldn't control laughing. \n\nawful food, awful service, AND the bathrooms were some of the grossest i had ever been in. \n\nif wal-mart ran a restaurant, this would be it.",,
3,My friends and I had such a great time here! The entertainment was catchy and fun and the waitress was always there when we needed her! I highly recommend visiting New York New York one night to sing along with the dueling pianos,,
2,"A-OK is what Scarpetta was. I was very excited to finally taste the famous pasta from the man himself-Scott Conant. I have been watching Chopped for weeks and was curious what exactly does he think amazing pasta is. Well Scott maybe Pasta is the only thing you should stick to.\n\nWe have ordered the Hamachi, Tuna, Polenta, Foie Gras Ravioli, Black Cod and the Tasting Menu.\n\nLet's start from the beginning. First of all I would like to say that the service was beyond reparable. We sat at the restaurant for almost 3 hours. It took the server to give us the menu for about half an hour and every time we looked for him he wasn't there. After hinting and hinting that we would like our food right away the longer it took to the point where we just left.\n\nHere is the breakdown:\n\nHamachi: nothing special-Nobu beats this dish any day of the week.\n\nTuna Susci: If you think wrapping tuna over a bunch of carrots is creative-think again.\n\nPolenta: I really enjoyed this dish. It came in a small pot with a mushroom sauce on the side. This was one of my favorite appetizers.\n\nBlack Cod: it was A-OK. I wish it had more flavor and was more moist. I guess beggars can't be choosers. \n\nDuck and Foie Gras Ravioli: The dough was chewy and hard. The sauce on top ruined the whole dish in my opinion. The inside was tender and rich. I think if the ravioli were smaller and more tender it would come together better.\n\nTasting Menu:\n\nFritto Misto: A-OK. I like anchovies but I don't think this dish brought anything special to the table.\n\nSpaghetti with tomato and basil was the best dish of the night! It was tender, flavorful and tasty. I would have this again any day!\n\nDessert: the chocolate cake was dry and even with the gelato on the side it still left a bitter rough flavor in my mouth!\n\nWe tried a few other things which I don't even care to discuss on the Tasting Menu\n\nThe bread basket was also pretty amazing! It came with 3 sauces which we ordered a second round of!\n\nOverall I am not impressed by this Italian Restaurant. This has nothing to do with price or the atmosphere. I think as a food critic what you look at is the freshness of the food and the service. I have seen a lot of bad service but ignoring your patrons will not bring you very far.\n\nSo Scott Conant I am giving you a C+. You have been chopped!",,
3,"I spent a lovely week here at Lifetime on a free trial pass. I LOVED this gym and I didn't feel a ton of pressure to join (although be warned, when you're on a trial pass you DO have to check in with your sales person every day before working out). This is by far the cleanest gym I've ever been too, and the locker rooms are spacious, with clean towels and soap in the showers provided. Being a casual swimmer, I particularly appreciated the water-removal system for bathing suits and the plastic bags provided to store your still-damp suit in. \n\nThey also have TONS of machines, ample treadmills, and a massive amount of classes. \n\nThe downside? It costs $100 a month for a couple to join -- which is ultimately why I didn't sign on. It's just a little too expensive for my meager budget, but if I had the cash, this would be the place I'd spend it.",,
3,"I went in looking for two clips yesterday... The staff were courteous and even helped design my charm placement after I found the clips I wanted... :) Before I left, they offered to clean my bracelet without my having to ask (which is what usually happens at the other jewelry stores I've been to)... I haven't been to any of the other Pandora stores, but I think I'll just keep coming to this one... I like it here...",,
3,"Big fan of this place. The staff are so nice and helpful. Unfortunately, this location is a little small.  The one on Scottsdale Rd is AMAAAAAZING though!! The beds regularly changed and lights swapped out frequently. The lotions are nicely priced compared to other places.  The level 2 unlimted is also waaaay cheaper than other places.",,
1,"Not my kind of place. The food is wayyy too weird and taste even weirder. I sat at the bar. I had already told the female bartender that I don't drink. What does that fool do? She serves / gives me a drink! WTH? Are you kidding me? I just told you I don't drink. I think she was trying to get me to loosen up but I was fine until she did that - that pissed me off. I was polite to the little girl who should have known better. I left early only cuz I was not feeling this place, I preferred other sushi places. I most likely will never be back.",,
2,"I understand why people would want to like Mary Coyle. They serve ice cream in every way imaginable. The nostalgia. They hand make/pack the ice cream. They have a drive through. \n\nNow here is why you would not want to like Mary Coyle. It is overpriced. Your cholesterol will raise by at least fifteen points before you leave. Dimwit 16-year-olds work there. The bathrooms are gross. I have had better soft serve cones at McDonald's. \n\nHere is the deal: everyone should try out MC once just to say they have been there, but beware, make sure you wear your fat pants and make sure you know where the nearest hospital is just in case someone in your party gets a clogged artery.",,
2,"Visited for Restaurant Week so we had a shared app (crab cake), two entrees (Carolina burger w/string fries and fish and \""chips\""/string fries) and shared dessert. The waiter was friendly but somewhat unattentive and tried to push the other restaurants/deli on to us quite a bit. The food was pretty mediocre but edible..no complaints. I'm not a huge string fry fan so I was hoping for some thicker cut \""chips\"". The blueberry bread pudding was okay. It tasted like they used old garlic bread from the other restaurant next door then smothered it in whiskey and butter. We went about 15-20 minutes without a water refill and waited 10 minutes for our card to be picked up. All in all it was just okay but at least now we know and it only cost us $30. I guess that's what Restaurant Week is all about though right?",,
0,once again padre Murphys continues to provide substandard coverage of currant sports events. the Olympics are  and their watching collage basketball. no sign \nof Olympics on any of their 60 TVs. ask to Chang channel and manager says one person wants to watch east cost collegebaskitballs... then put on olympics on 1 tv in corner. maybe owners should be more concerned about tv than wiping down tables. same thing for last 2 years. manager of sports bar should have a clue,,
2,"If you are a beer lover, WOB is for you.  More taps than I have ever seen and some really interesting season beers.  There are so many, in fact, that you find yourself trying a different beer each time you order.  There are also flights so that you may try a few.  I also like that there are spirit options for people who don't want beer so don't think that you can't go if you don't drink beer because you can. There are limited food options but the giant pretzel is really yummy.  I did hear they will be adding more food as they become more established so that will be nice.\n\nMusic is loud and they often have live entertainment as well.  It can be pretty loud...oh wait, I said that.  Yeah.\n\nThere is good and there is not so good.  WOB is just too small to give a better review.  I wish the space was about double of what it is.  On a Friday or Saturday night it is should to shoulder and forget about getting a table (if you don't arrive early) as it is next to impossible.  For me, that is just too uncomfortable a setting.  I think I will choose to enjoy WOB during the day or off nights from now on.",,
4,"Be adventurous and get the pbj burger - best thing ever - same with the duck egg rolls. Everything. Was. Amazing.\n\nThe service here is also impeccable. The manager who greeted us was friendly and made sure we enjoyed our time at the restaurant. We had two servers during the meal who were always friendly, always refilled my water and (since I'm weird and ask for a million lemons) happily brought me a plate full and refilled it when they realized they were gone. \n\nThe food is also insanely good. Like I said the PBJ burger sounds so strange but hits my top 3 list of burgers. Food was cooked perfectly and brought out hot and well cooked. \n\nIf I am ever back in Vegas I will definitely be returning.",,
4,"I just finished a check-up visit after my Golf R was repaired at Select. The owner Bud and the shop he runs are from another time...when quality, craftsmanship and friendly service were the hallmark of a customer centered business. Bud takes his customers' side, gets the insurance company to pay their due and turns out body work done with all new parts that is without compare. I don't wreck my car often, but when I do, I take it to Select ,)",,
